; Zeus eventmsg.txt																	   
;REASON PHRASES FOR AUTOMATICALLY TRIGGERED EVENTS

	;Provocation (HIGH BENEVOLENCE/HOSTILITY)
PHRASE_really_benevolent		"because [leader_name] is really pleased with you"
PHRASE_CONDENSED_atlas_invades_no_reason  	 		""
PHRASE_CONDENSED_atlas_invades_disembarked_alert  	    "n/a"

;ASSISTANCE AND PRAYER
;******************Help from Hera***************************
PHRASE_hera_help_title						"Support from Hera"
PHRASE_hera_help_initial_announcement       "Oh, dear! Your Agoras are running low on supplies! Please let me help your vendors restock their supplies!" 
PHRASE_hera_help_reason						"because Hera helped you,"
PHRASE_hera_help_no_reason                  "" 

PHRASE_CONDENSED_hera_help_title						"n/a"
PHRASE_CONDENSED_hera_help_initial_announcement       "Oh, dear! Your Agoras are running low on supplies!" 
PHRASE_CONDENSED_hera_help_reason						"because Hera helped your city,"
PHRASE_CONDENSED_hera_help_no_reason                  "" 

;******************Help from Atlas***************************
PHRASE_atlas_help_title						"Help from Atlas"
PHRASE_atlas_help_initial_announcement       "I'd love to help you with your construction project! I do like rocks and things of that nature. Let me speed up the process a little by making the delivery of materials easier. I'm glad to be of service!" 
PHRASE_atlas_help_reason						"because Atlas helped you,"
PHRASE_atlas_help_no_reason                  "" 

PHRASE_CONDENSED_atlas_help_title						"n/a"
PHRASE_CONDENSED_atlas_help_initial_announcement       "I'd love to help you with your construction project!" 
PHRASE_CONDENSED_atlas_help_reason						"because Atlas helped your city,"
PHRASE_CONDENSED_atlas_help_no_reason                  "" 

;NATURAL DISASTER IN NON-PLAYER CITY
;*****Hera disaster**********************************
PHRASE_hera_disaster_title 					"Hera punishes [city_name]"
PHRASE_hera_disaster_oracle_prediction	    "I, the priestess from the Oracle, have seen into the future, [player_name]!  I foresee difficulty for [leader_name] of [city_name] within a year! The great goddess Hera, jealous over the attention that [leader_name] has paid to another god, will invade [city_name] and begin a rampage of destruction. While Hera is in the city, [leader_name] will be unable to trade with you!"
PHRASE_hera_disaster_initial_announcement    "I am miserable, [player_name]! I, [leader_name] of [city_name], have foolishly provoked the angry jealousy of Hera! She is making me pay, and dearly. While she is making a shambles of my city, I am afraid I won't be able to trade with you!"
PHRASE_hera_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_hera_disaster_title 					"n/a"
PHRASE_CONDENSED_hera_disaster_oracle_prediction	    "Seers predict that trade with [city_name] will close."
PHRASE_CONDENSED_hera_disaster_initial_announcement    "Trade with [city_name] has stopped."
PHRASE_CONDENSED_hera_disaster_no_reason	  			"N/A"

;*****Hera disaster ends**********************************
PHRASE_hera_disaster_ends_title 						"[city_name] recovers"
PHRASE_hera_disaster_ends_oracle_prediction			"Your day is about to brighten, [player_name]. I, the priestess of the Oracle, foresee that within the year, Hera will forgive [leader_name] of [city_name] and restore the city to its former state. [city_name] will be able to trade with you again!"
PHRASE_hera_disaster_ends_initial_announcement		"You can't imagine how relieved I am, [player_name]! I, [leader_name] of [city_name], managed to convince Hera that my city and I only have eyes for her! Her jealous rage has abated, and she has returned my city to normal. We can now resume trade! "
PHRASE_hera_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_hera_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_hera_disaster_ends_oracle_prediction			"Seers predict trade with [city_name] will resume."
PHRASE_CONDENSED_hera_disaster_ends_initial_announcement		"[city_name] can trade again."
PHRASE_CONDENSED_hera_disaster_ends_no_reason	  				"N/A"

;*****Atlas disaster**********************************
PHRASE_atlas_disaster_title 					"Atlas punishes [city_name]"
PHRASE_atlas_disaster_oracle_prediction	    "I, the priestess from the Oracle, have received news of the future! [leader_name] and the city of [city_name] are about to face a most perilous situation. Within a year, Atlas, the powerful son of Poseidon, will turn on the city in anger. The god will turn many in the city to stone, and [city_name] will be crippled. While Atlas is in the city, [city_name] will be unable to trade with you."
PHRASE_atlas_disaster_initial_announcement    "I'm not sure what I did to deserve this, [player_name]! I, [leader_name] of [city_name], have somehow provoked the ire of Atlas, and he is busily turning everything that moves into stone! While the ferocious Titan is in my city, I won't be able to trade with you!"
PHRASE_atlas_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_atlas_disaster_title 					"n/a"
PHRASE_CONDENSED_atlas_disaster_oracle_prediction	    "Seers predict that trade with [city_name] will close."
PHRASE_CONDENSED_atlas_disaster_initial_announcement    "Trade with [city_name] has stopped."
PHRASE_CONDENSED_atlas_disaster_no_reason	  			"N/A"

;*****Atlas disaster ends**********************************
PHRASE_atlas_disaster_ends_title 						"[city_name] recovers"
PHRASE_atlas_disaster_ends_oracle_prediction			"Greetings, [player_name]. I, the wise seer from the Oracle, predict that the fortunes of [leader_name] of [city_name] will improve within the year. Atlas will grow tired of attacking the city and leave it behind. [city_name] will be able to trade with you again!"
PHRASE_atlas_disaster_ends_initial_announcement		"It wasn't easy, [player_name], but I, [leader_name] of [city_name], managed to survive Atlas' horrible attack! My city is up and running again, and I can resume trade relations with you!"
PHRASE_atlas_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_atlas_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_atlas_disaster_ends_oracle_prediction			"Trade with [city_name] will resume soon."
PHRASE_CONDENSED_atlas_disaster_ends_initial_announcement		"[city_name] can trade again."
PHRASE_CONDENSED_atlas_disaster_ends_no_reason	  				"N/A"

;QUESTS
;********Hera' Quest****************************
PHRASE_hera_quest_title 					"Journey to Olympus"
PHRASE_hera_quest_initial_announcement 	"Greetings, fair one. I have a very important quest for you! I, Hera, need to see [hero_needed] immediately here on Olympus. I'm sure the hero will be able find a suitable conveyance to journey here. I promise not to harm a hair on the hero's head!"
PHRASE_hera_quest_reason	  			"so that the hero can journey to Olympus,"
PHRASE_hera_quest_no_reason	  			"N/A"

PHRASE_CONDENSED_hera_quest_title 					"n/a"
PHRASE_CONDENSED_hera_quest_initial_announcement 	"Greetings, fair one. I have a very important quest for you!"
PHRASE_CONDENSED_hera_quest_reason	  			"to journey to Olympus,"
PHRASE_CONDENSED_hera_quest_no_reason	  			"N/A"

;********Atlas's Quest****************************
PHRASE_atlas_quest_title 					"Widen the Strait"
PHRASE_atlas_quest_initial_announcement 	"I have a mighty quest for a mighty mortal! I, Atlas, see that for the good of Atlantis, the Mediterranean strait must be widened. You must find a person with enough brute strength to move mountains. Only [hero_needed] can accomplish this feat."
PHRASE_atlas_quest_reason	  			"to widen the Mediterranean strait separating the Mediterranean Sea from the Atlantic Ocean,"
PHRASE_atlas_quest_no_reason	  			"N/A"

PHRASE_CONDENSED_atlas_quest_title 					"n/a"
PHRASE_CONDENSED_atlas_quest_initial_announcement 	"I have a mighty quest for a mighty mortal!"
PHRASE_CONDENSED_atlas_quest_reason	  			"to widen the strait,"
PHRASE_CONDENSED_atlas_quest_no_reason	  			"N/A"

;********Hera quest fulfilled**********
PHRASE_hera_quest_fulfilled_title 					"[hero_needed] Falls from Olympus"
PHRASE_hera_quest_fulfilled_initial_announcement 	"Superb! You have fulfilled my quest! Unfortunately, [hero_needed] took a little fall just as the hero reached the heights of my home. How was I to know that Zeus would not want the hero here? Oops! Anyway, you can still build a Commemorative Monument in my honor."
PHRASE_hera_quest_fulfilled_no_reason	  			"N/A"
PHRASE_hera_quest_fulfilled_reason	  			"because [hero_needed] journeyed to Olympus,"

PHRASE_CONDENSED_hera_quest_fulfilled_title 					"n/a"
PHRASE_CONDENSED_hera_quest_fulfilled_initial_announcement 	"Superb! You have fulfilled my quest!"
PHRASE_CONDENSED_hera_quest_fulfilled_reason	  			"since [hero_needed] journeyed to Olympus,"
PHRASE_CONDENSED_hera_quest_fulfilled_no_reason	  			"N/A"

;********atlas quest fulfilled**********
PHRASE_atlas_quest_fulfilled_title 					"[hero_needed] widens the Strait"
PHRASE_atlas_quest_fulfilled_initial_announcement 	"I am impressed, mortal! You have fulfilled my quest!  [hero_needed] has shoved a side the land that was blocking the pathway between the Atlantic Ocean and the Mediterranean Sea.  Now, a new part of the world is open to the Atlanteans!  As a reward for completing this quest, you may now construct a Commemorative Monument in honor of me, your immortal king Atlas."
PHRASE_atlas_quest_fulfilled_no_reason	  			"N/A"
PHRASE_atlas_quest_fulfilled_reason	  			"because [hero_needed] widened the strait,"

PHRASE_CONDENSED_atlas_quest_fulfilled_title 					"n/a"
PHRASE_CONDENSED_atlas_quest_fulfilled_initial_announcement 	"I am impressed, mortal! You have fulfilled my quest!"
PHRASE_CONDENSED_atlas_quest_fulfilled_reason	  			"since you widened the strait,"
PHRASE_CONDENSED_atlas_quest_fulfilled_no_reason	  			"N/A"

;********Zeus' Quest2****************************
PHRASE_zeus_quest2_title 					"Fire the Weapon"
PHRASE_zeus_quest2_initial_announcement 	"My dear mortal, I have a quest for you. The time has come to defeat the evil Atlanteans. Find [hero_needed] and send him to Atlantis. I will tell him what to do when he gets there."
PHRASE_zeus_quest2_reason	  			"so that the weapon can be fired,"
PHRASE_zeus_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_zeus_quest2_title 					"n/a"
PHRASE_CONDENSED_zeus_quest2_initial_announcement 	"My dear mortal, I have a quest for you."
PHRASE_CONDENSED_zeus_quest2_reason	  			"to fire the weapon,"
PHRASE_CONDENSED_zeus_quest2_no_reason	  			"N/A"

;********Poseidon's Quest2****************************
PHRASE_poseidon_quest2_title 					"The Cornerstone"
PHRASE_poseidon_quest2_initial_announcement 	"Greetings, mortal! I, the lord of the sea, have a quest for you! I, your grandfather Poseidon, have discovered a quarry filled with amazing stones on the Crimson Isle. One of these stones would make the ideal cornerstone for my new Sanctuary! Send [hero_needed] to retrieve it."
PHRASE_poseidon_quest2_reason	  			"so that the hero can retrieve the cornerstone,"
PHRASE_poseidon_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_poseidon_quest2_title 					"n/a"
PHRASE_CONDENSED_poseidon_quest2_initial_announcement 	"Greetings, mortal! I, the lord of the sea, have a quest for you!"
PHRASE_CONDENSED_poseidon_quest2_reason	  			"to retrieve the cornerstone,"
PHRASE_CONDENSED_poseidon_quest2_no_reason	  			"N/A"

;********Hades' Quest2****************************
PHRASE_hades_quest2_title 					"Ambrosia"
PHRASE_hades_quest2_initial_announcement 	"I've come from the Underworld to send you on a crucial quest. For you and your family to realize your dreams, you must send [hero_needed] to Olympus to steal some Ambrosia. Tell [hero_needed] to be very careful; if the Olympians figure out what the hero is doing, there will be trouble!"
PHRASE_hades_quest2_reason	  			"in order to steal some Ambrosia,"
PHRASE_hades_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_hades_quest2_title 					"n/a"
PHRASE_CONDENSED_hades_quest2_initial_announcement 	"I've come from the Underworld to send you on a crucial quest."
PHRASE_CONDENSED_hades_quest2_reason	  			"to steal some Ambrosia,"
PHRASE_CONDENSED_hades_quest2_no_reason	  			"N/A"

;********Demeter's Quest2****************************
PHRASE_demeter_quest2_title 					"The Argent Maize"
PHRASE_demeter_quest2_initial_announcement 	"Greetings, noble mortal. Fulfill my quest, and you will be rewarded! I, Demeter, have heard of the most beautiful, silver grain. I must see this glistening specimen for myself.  Send [hero_needed] to harvest some of the maize for me!"
PHRASE_demeter_quest2_reason	  			"to harvest the Argent Maize,"
PHRASE_demeter_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_demeter_quest2_title 					"n/a"
PHRASE_CONDENSED_demeter_quest2_initial_announcement 	"Greetings, noble mortal. Fulfill my quest, and you will be rewarded!"
PHRASE_CONDENSED_demeter_quest2_reason	  			"to harvest the Argent Maize,"
PHRASE_CONDENSED_demeter_quest2_no_reason	  			"N/A"
									
;********Athena's Quest2****************************
PHRASE_athena_quest2_title 					"The Golden Bridle"
PHRASE_athena_quest2_initial_announcement 	"Serve me well and fulfill this quest! Your rewards will be many! If [hero_needed] is to successfully battle Chimera, the hero will need to tame a magical steed. Send [hero_needed] after the Golden Bridle that I, Athena, keep in one of my sacred temples."
PHRASE_athena_quest2_reason	  			"to retrieve the Golden Bridle,"
PHRASE_athena_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_athena_quest2_title 					"n/a"
PHRASE_CONDENSED_athena_quest2_initial_announcement 	"Serve me well and fulfill this quest! Your rewards will be many!"
PHRASE_CONDENSED_athena_quest2_reason	  			"to retrieve the Golden Bridle,"
PHRASE_CONDENSED_athena_quest2_no_reason	  			"N/A"

;********Apollo's Quest2****************************
PHRASE_apollo_quest2_title 					"The Tablet of the Pact"
PHRASE_apollo_quest2_initial_announcement 	"My quest is sacred, and I trust only you to carry it out! I, Apollo, know where you can find an incomparable deposit of orichalc on which you can inscribe the Symphonia Ithikos. Send [hero_needed] to the Crimson Isle to mine the orichalc, and all the gods will know that you are serious about upholding the pact."
PHRASE_apollo_quest2_reason	  			"so that the Tablet of the Pact may be retrieved,"
PHRASE_apollo_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_apollo_quest2_title 					"n/a"
PHRASE_CONDENSED_apollo_quest2_initial_announcement 	"My quest is sacred, and I trust only you to carry it out!"
PHRASE_CONDENSED_apollo_quest2_reason	  			"to retrieve the Tablet of the Pact,"
PHRASE_CONDENSED_apollo_quest2_no_reason	  			"N/A"

;********Artemis' Quest2****************************
PHRASE_artemis_quest2_title 					"Animals for the Menagerie"
PHRASE_artemis_quest2_initial_announcement 	"My most favored mortal, fetch me the thing I seek! I, Artemis, have seen the large and unusual animals that roam your land, and I would love to add them to my extensive big animal collection. Send for the renowned [hero_needed] to help me corral them, and I will be extremely grateful!"
PHRASE_artemis_quest2_reason	  			    "so that the large and unusual animals roaming the countryside can be rounded up,"
PHRASE_artemis_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_artemis_quest2_title 					"n/a"
PHRASE_CONDENSED_artemis_quest2_initial_announcement 	"My most favored mortal, fetch me the thing I seek!"
PHRASE_CONDENSED_artemis_quest2_reason	  			"to corral animals for the Menagerie,"
PHRASE_CONDENSED_artemis_quest2_no_reason	  			"N/A"

;********Ares' Quest2****************************
PHRASE_ares_quest2_title 					"Find the Missing Piece"
PHRASE_ares_quest2_initial_announcement 	"Accept my quest, and you'll earn my admiration! If the superweapon is to be completed, you need to find a magic stone that will give the weapon its firing power. Only [hero_needed] has the moxie to retrieve the missing stone."
PHRASE_ares_quest2_reason	  			"to find the missing piece of the weapon,"
PHRASE_ares_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_ares_quest2_title 					"n/a"
PHRASE_CONDENSED_ares_quest2_initial_announcement 	"Accept my quest, and you'll earn my admiration!"
PHRASE_CONDENSED_ares_quest2_reason	  			"to find the missing piece,"
PHRASE_CONDENSED_ares_quest2_no_reason	  			"N/A"

;********Hephaestus' Quest2****************************
PHRASE_hephaestus_quest2_title 					"Sabotage the Weapon"
PHRASE_hephaestus_quest2_initial_announcement 	"Greetings, mortal. Only you have the mettle to complete my quest. The vile Atlanteans are preparing a weapon that will cause widespread carnage. To prevent your foes from using this tool of doom, find [hero_needed]. I, Hephaestus, will whisper instructions for destroying the weapon in the hero's ear."
PHRASE_hephaestus_quest2_reason	  			"to sabotage the weapon,"
PHRASE_hephaestus_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_hephaestus_quest2_title 					"n/a"
PHRASE_CONDENSED_hephaestus_quest2_initial_announcement 	"Greetings, mortal. Only you have the mettle to complete my quest."
PHRASE_CONDENSED_hephaestus_quest2_reason	  			"to sabotage the weapon,"
PHRASE_CONDENSED_hephaestus_quest2_no_reason	  			"N/A"

;********Aphrodite's Quest2****************************
PHRASE_aphrodite_quest2_title 					"Spring of Youth"
PHRASE_aphrodite_quest2_initial_announcement 	"Hello, my little wheel of cheese! I need a favor from you! I, Aphrodite, have heard that there is a spring that grants eternal youth! I simply must know where it is! Find [hero_needed], who has the best sense of direction among all the heroes, and send the dear to find the spring for me."
PHRASE_aphrodite_quest2_reason	  			"to find the Spring of Youth,"
PHRASE_aphrodite_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_aphrodite_quest2_title 					"n/a"
PHRASE_CONDENSED_aphrodite_quest2_initial_announcement 	"Hello, my little wheel of cheese! I need a favor from you!"
PHRASE_CONDENSED_aphrodite_quest2_reason	  			"to find the Spring of Youth,"
PHRASE_CONDENSED_aphrodite_quest2_no_reason	  			"N/A"

;********Hermes' Quest2****************************
PHRASE_hermes_quest2_title 					"Cripple the Defenses"
PHRASE_hermes_quest2_initial_announcement 	"Greetings, mortal. I have an important quest for you! I, Hermes, god of thieves, have discovered a way to steal the Atlanteans' orichalc. Without it, their defenses will be very weak indeed, and you will be able to attack. I'll need the help of [hero_needed] to pull of this heist."
PHRASE_hermes_quest2_reason	  			"to cripple the defenses,"
PHRASE_hermes_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_hermes_quest2_title 					"n/a"
PHRASE_CONDENSED_hermes_quest2_initial_announcement 	"Greetings, mortal. I have an important quest for you!"
PHRASE_CONDENSED_hermes_quest2_reason	  			"to cripple the defenses,"
PHRASE_CONDENSED_hermes_quest2_no_reason	  			"N/A"

;********Dionysus' Quest****************************
PHRASE_dionysus_quest2_title 					"Exploit the Drunken Chaos"
PHRASE_dionysus_quest2_initial_announcement 	"Hello, friend. Fulfill this quest, and you'll be the toast of Olympus! I, Dionysus, am incensed over the Atlanteans cruel treatment of my people, the Centaurs. So, I will throw the Atlanteans a party that they'll wish they could forget! Find [hero_needed] to help me."
PHRASE_dionysus_quest2_reason	  			"to exploit the Atlanteans' drunkenness and weaken their defenses,"
PHRASE_dionysus_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_dionysus_quest2_title 					"n/a"
PHRASE_CONDENSED_dionysus_quest2_initial_announcement 	"Hello, friend. Fulfill this quest, and you'll be the toast of Olympus!"
PHRASE_CONDENSED_dionysus_quest2_reason	  			"to exploit the drunken chaos,"
PHRASE_CONDENSED_dionysus_quest2_no_reason	  			"N/A"

;********Hera' Quest2****************************
PHRASE_hera_quest2_title 					"The Diversion"
PHRASE_hera_quest2_initial_announcement 	"Greetings, fair one. I have a very important quest for you! Find [hero_needed] and send the hero to me, Hera. I will arrange for Zeus to catch me with [hero_needed] in a compromising position. He will be so enraged, he won't notice what you do to Greece."
PHRASE_hera_quest2_reason	  			"so that Hera can create a diversion,"
PHRASE_hera_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_hera_quest2_title 					"n/a"
PHRASE_CONDENSED_hera_quest2_initial_announcement 	"Greetings, fair one. I have a very important quest for you!"
PHRASE_CONDENSED_hera_quest2_reason	  			"to divert Zeus' attention,"
PHRASE_CONDENSED_hera_quest2_no_reason	  			"N/A"

;********Atlas's Quest2****************************
PHRASE_atlas_quest2_title 					"Relieve My Burden"
PHRASE_atlas_quest2_initial_announcement 	"I have a mighty quest for a mighty mortal! I, Atlas, would be most pleased to help you in your current troubles, but first I need to get the weight of the world off my shoulders. Find [hero_needed] and send the hero to me. I'll find a way to convince [hero_needed] to hold the world for me!"
PHRASE_atlas_quest2_reason	  			"to relieve Atlas of his burden,"
PHRASE_atlas_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_atlas_quest2_title 					"n/a"
PHRASE_CONDENSED_atlas_quest2_initial_announcement 	"I have a mighty quest for a mighty mortal!"
PHRASE_CONDENSED_atlas_quest2_reason	  			"to relieve Atlas of his burden,"
PHRASE_CONDENSED_atlas_quest2_no_reason	  			"N/A"

;********Zeus quest2 fulfilled**********
PHRASE_zeus_quest2_fulfilled_title 					"[hero_needed] fires the Weapon!"
PHRASE_zeus_quest2_fulfilled_initial_announcement 	"Well done, most valiant mortal! You have fulfilled my quest! [hero_needed] adeptly infiltrated the Atlanteans' defenses and fired the weapon straight into the heart of the continent.  Absolute carnage ensued, and soon you won't have to worry about the Atlanteans any more.  To thank me, you may now construct a Commemorative Monument in my honor."
PHRASE_zeus_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_zeus_quest2_fulfilled_reason	  			"because [hero_needed] fired the Atlanteans' weapon,"

PHRASE_CONDENSED_zeus_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_zeus_quest2_fulfilled_initial_announcement 	"Well done, most valiant mortal! You have fulfilled my quest!"
PHRASE_CONDENSED_zeus_quest2_fulfilled_reason	  			"since you fired the weapon,"
PHRASE_CONDENSED_zeus_quest2_fulfilled_no_reason	  			"N/A"

;********Poseidon quest2 fulfilled**********
PHRASE_poseidon_quest2_fulfilled_title 					"[hero_needed] Hews the Cornerstone"
PHRASE_poseidon_quest2_fulfilled_initial_announcement 	"The nereids and the creatures of the sea are rejoicing! You have succeeded! [hero_needed] has toiled under the hot sun to hew the perfect stone to serve as the Cornerstone of my new Sanctuary! I am so pleased, I have decided to allow you to build a Commemorative Monument in my honor."
PHRASE_poseidon_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_poseidon_quest2_fulfilled_reason	  			"because [hero_needed] retrieved the Cornerstone at your request,"

PHRASE_CONDENSED_poseidon_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_poseidon_quest2_fulfilled_initial_announcement 	"The nereids and the sea creatures are rejoicing! You have succeeded!"
PHRASE_CONDENSED_poseidon_quest2_fulfilled_reason	  			"since you retrieved the Cornerstone,"
PHRASE_CONDENSED_poseidon_quest2_fulfilled_no_reason	  			"N/A"

;********Hades quest2 fulfilled**********
PHRASE_hades_quest2_fulfilled_title 					"[hero_needed] steals Ambrosia!"
PHRASE_hades_quest2_fulfilled_initial_announcement 	"Superb! All the souls in the Underworld congratulate you! [hero_needed] has managed to escape the notice of the Olympians and stolen some Ambrosia! It is only a matter of time before your family realizes its full potential.  To honor me - stealing Ambrosia was my idea after all - you may now build a Commemorative Monument of yours truly."
PHRASE_hades_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_hades_quest2_fulfilled_reason	  			"since [hero_needed] stole some Ambrosia,"

PHRASE_CONDENSED_hades_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_hades_quest2_fulfilled_initial_announcement 	"Superb! All the souls in the Underworld congratulate you!"
PHRASE_CONDENSED_hades_quest2_fulfilled_reason	  			"since you stole some Ambrosia,"
PHRASE_CONDENSED_hades_quest2_fulfilled_no_reason	  			"N/A"

;********Demeter quest2 fulfilled**********
PHRASE_demeter_quest2_fulfilled_title 					"[hero_needed] Harvests the Argent Maize!"
PHRASE_demeter_quest2_fulfilled_initial_announcement 	"I am so thoroughly pleased! You have fulfilled my quest! [hero_needed] has carefully harvested several bushels of the Argent Maize. It won't be long now until I have my own field full of the beautiful, silver crop. You may now construct a Commemorative Monument in honor of me, the great goddess Demeter!"
PHRASE_demeter_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_demeter_quest2_fulfilled_reason	  			"because [hero_needed] harvested the Argent Maize,"

PHRASE_CONDENSED_demeter_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_demeter_quest2_fulfilled_initial_announcement 	"I am so thoroughly pleased! You have fulfilled my quest!"
PHRASE_CONDENSED_demeter_quest2_fulfilled_reason	  			"since you harvested the Argent Maize,"
PHRASE_CONDENSED_demeter_quest2_fulfilled_no_reason	  			"N/A"

;********Athena quest2 fulfilled**********
PHRASE_athena_quest2_fulfilled_title 					"[hero_needed] retrieves the Golden Bridle!"
PHRASE_athena_quest2_fulfilled_initial_announcement 	"How wonderfully wise you are! You completed my quest! [hero_needed] is now in possession of the Golden Bridle, and it is only a matter of time before the wild, magical steed is tamed.  To celebrate, you may now construct a Commemorative Monument dedicated to me, the talented and beautiful goddess Athena."
PHRASE_athena_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_athena_quest2_fulfilled_reason	  			"because [hero_needed] obtained Athena's Golden Bridle,"

PHRASE_CONDENSED_athena_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_athena_quest2_fulfilled_initial_announcement 	"How wonderfully wise you are! You completed my quest!"
PHRASE_CONDENSED_athena_quest2_fulfilled_reason	  			"since you obtained the Golden Bridle,"
PHRASE_CONDENSED_athena_quest2_fulfilled_no_reason	  			"N/A"

;********Apollo quest2 fulfilled**********
PHRASE_apollo_quest2_fulfilled_title 					"[hero_needed] retrieves the Tablet!"
PHRASE_apollo_quest2_fulfilled_initial_announcement 	"Your devotion warms me like the sun's rays! You have completed my quest! [hero_needed] managed to mine enough of the finest orichalc ever seen to make a magnificent tablet. Soon, the holy words of the Symphonia Ithikos will be inscribed upon it. While you wait, you can construct a Commemorative Monument in honor of me, the famed Apollo."
PHRASE_apollo_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_apollo_quest2_fulfilled_reason	  			"because you sent [hero_needed] to retrieve the Tablet of the Pact,"

PHRASE_CONDENSED_apollo_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_apollo_quest2_fulfilled_initial_announcement 	"Your devotion warms me like the sun's rays! You have completed my quest!"
PHRASE_CONDENSED_apollo_quest2_fulfilled_reason	  			"since you retrieved the Tablet,"
PHRASE_CONDENSED_apollo_quest2_fulfilled_no_reason	  			"N/A"

;********Artemis quest2 fulfilled**********
PHRASE_artemis_quest2_fulfilled_title 					"[hero_needed] rounds up large animals!"
PHRASE_artemis_quest2_fulfilled_initial_announcement 	"Thank you ever so much! You have retrieved the quarry I sought! [hero_needed] has helped me gather up all the extra large otters, ocelots, gnus and other fantastic creatures, and we've herded them straight to my Menagerie! Now, you don't have to worry about these big animals getting in the way of your plans.  To properly thank me, the chaste huntress Artemis, you may now construct a Commemorative Monument in my honor!"
PHRASE_artemis_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_artemis_quest2_fulfilled_reason	  			"because [hero_needed] helped Artemis gather up the big animals,"

PHRASE_CONDENSED_artemis_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_artemis_quest2_fulfilled_initial_announcement 	"Thank you ever so much! You have retrieved the quarry I sought!"
PHRASE_CONDENSED_artemis_quest2_fulfilled_reason	  			"since you helped gather the big animals,"
PHRASE_CONDENSED_artemis_quest2_fulfilled_no_reason	  			"N/A"

;********Ares quest2 fulfilled**********
PHRASE_ares_quest2_fulfilled_title 					"[hero_needed] retrieves the Missing Piece!"
PHRASE_ares_quest2_fulfilled_initial_announcement 	"I am proud to call you a fellow soldier! You have completed my quest! With the magic stone in hand, it won't be long until my ultimate weapon is complete. Your enemies will never know what hit them! Honor me, Ares, by constructing a Commemorative Monument."
PHRASE_ares_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_ares_quest2_fulfilled_reason	  			"because [hero_needed] found the missing piece to the weapon,"

PHRASE_CONDENSED_ares_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_ares_quest2_fulfilled_initial_announcement 	"I am proud to call you a fellow soldier! You have completed my quest!" 
PHRASE_CONDENSED_ares_quest2_fulfilled_reason	  			"since you retrieved the missing piece,"
PHRASE_CONDENSED_ares_quest2_fulfilled_no_reason	  			"N/A"

;********Hephaestus quest2 fulfilled**********
PHRASE_hephaestus_quest2_fulfilled_title 					"[hero_needed] sabotages the Weapon!"
PHRASE_hephaestus_quest2_fulfilled_initial_announcement 	"You have succeeded and forged a name for yourself among the gods! At your bidding, [hero_needed] sneaked into Atlantis and seriously damaged their secret weapon! The Atlanteans are shocked at this unexpected development and are scrambling to assess the damage. Make the most of Atlantis' temporary weakness.  To thank me, Hephaestus, for my help, you may now build a Commemorative Monument in my honor."
PHRASE_hephaestus_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_hephaestus_quest2_fulfilled_reason	  			"because [hero_needed] sabotaged the secret weapon at your request,"

PHRASE_CONDENSED_hephaestus_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_hephaestus_quest2_fulfilled_initial_announcement 	"You have succeeded and forged a name for yourself among the gods!"
